,sentence,label
910,Ex-Barclays traders sentenced to up to six years' jail in Libor case,0
911,BP slashes capital spending by 20%,0
912,Shell's profits hit by further slide in oil prices,0
913,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,2
914,Stars aligned' for AB InBev's megabrew merger plan,2
915,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,2
916,Lloyds is cutting more than 600 jobs and shutting 21 branches,0
917,Can BP Restore Its Lost Luster?,0
918,"Britain's FTSE steadies below record high, BHP gains",2
919,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",0
920,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",1
921,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,2
922,Stakes High for AstraZeneca Heart Drug Facing Tough Competition,0
923,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,2
924,Breakingviews: IAG can pay more for Aer Lingus,2
925,InterContinental Hotels denies exploring sale or merger,1
926,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,2
927,Hargreaves Lansdown says first-quarter assets hit by stock market flux,0
928,Aviva Expects 1500 Jobs Cuts from Friends Life Deal,2
929,CompaniesThiam received Â£5m pay packet for final months at Prudential,0
930,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",0
931,Royal Dutch Shell Posts Rise in Earnings Despite Lower Oil Prices,2
932,Shell to Go Ahead With Petrochemical Plant in Pennsylvania,2
933,AB InBev approaches SABMiller to explore $250bn tie-up,2
934,Sugar tax spurs Pepsi owner Britvic to change drinks recipes by 2020,0
935,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,0
936,CompaniesPhilips transfers $900m of pension obligations,2
937,Barclays in $13.75 million US settlement over mutual funds,0
938,Standard Life stands tall amid pension reform,2
939,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,2
940,Shire to buy NPS for $5.2 billion to boost rare disease drugs,2
941,Shell profit rises as company resist oil slump,2
942,FTSE ends higher; 3i Group leads after strong earnings,2
943,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",0
944,Companies Severn Trent expects costs hit from inflation,0
945,Glencore blames rivals for creating metals glut,0
946,U.K. Shares Extend Rebound for Second Day as EasyJet Surges,2
947,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,2
948,Tesco shares jump 6% after Christmas sales beat expectations,2
949,"CompaniesNew Aggreko CEO to reshape business, strip costs",2
950,Verizon and AT&T accused of hurting rivals,0
951,Exclusive - Britain targets sale of half its RBS stake in two years: sources,0
952,U.S. Debt Lures Schroders as ECB Depresses Rates,2
953,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",2
954,InterContinental Hotels Denies Reports of Starwood Merger Talks,0
955,Standard Chartered faces fresh claims of Iran sanctions violations,0
956,Shire in talks with Baxalta shareholders,2
957,"SSE to Shut Coal-Fired Plant Amid Shift to Gas, Renewable Energy",2
958,Sharm el Sheikh: EasyJet axes all flights to Egypt's leading holiday resort,0
959,"UPDATE 1-Norway's Statoil shakes up top management, replaces CFO",0
960,Relief for Lewis as Tesco sees sales grow for first time in a year,2
961,Clydesdale and Yorkshire moves closer to independence,2
962,"European stocks hover near 3-week low, Dialog and BHP slump",0
963,Dave Lewis admits long road ahead for Tesco recovery,0
964,Tesco leads FTSE higher on Clubcard bid reports,2
965,Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,2
966,Admiral Group posts decline in 2014 earnings,0
967,"Britain's FTSE bounces back, Mondi and Barratt lead",2
968,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,2
969,Morrisons finance chief to fill gap as CEO leaves early,0
970,Sophos aims to raise $100m in London IPO,2
971,UK chip designer ARM hits a high after iPhone 6 boost,2
972,Wolseley share price: Group updates on quarterly performance,1
973,Rio Tinto announces long-delayed expansion of Mongolia mine,2
974,Shire rises as dry eye treatment sails through trial,2
975,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,0
976,Aviva weighs cash handout after beating profit forecast,2
977,Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,0
978,Greene King's third quarter sales boosted by festive season,2
979,Big account wins keep ad group WPP at front of pack,2
980,Worldpay readies for Â£6bn London float,2
981,"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",2
982,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",2
983,Dyson Wants to Create a Hair Dryer Revolution,2
984,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,2
985,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",2
986,CORRECTED-Shire to buy Dyax for about $5.9 bln,2
987,BP set to cut hundreds of jobs at North Sea operations,0
988,BP's head of exploration Richard Herbert departs,0
989,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",0
990,BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,2
991,CompaniesRoyal Mail swerves new pricing regulations,0
992,JC Penney Cuts Pension Plan Obligation,2
993,Domino's Pizza worker sacked after crude slur aimed at customer on order screen,0
994,"UPDATE 2-AB InBev launches SAB bid, to sell MillerCoors stake",0
995,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,2
996,France raises concerns over proposed LSE-Deutsche Boerse deal,0
997,Genel Shares Plunge After Tony Hayward's Oil Explorer Cuts Crude Reserves at Core Field,0
998,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,2
999,Sports Direct boss Mike Ashley summoned to Westminster for questioning over the treatment of workers,0
1000,Diageo receives reports from United Spirits on financial irregularities involving ...,0
1001,Industry NewsWood Group wins multi-million dollar contract with BP,2
1002,"Centrica extends gas deals with Gazprom, Statoil",2
1003,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,2
1004,Sainsbury's pressed to raise bid for Home Retail Group,2
1005,"Buffett's Berkshire builds Deere stake, dumps Exxon",0
1006,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",2
1007,Analysis - Copper market may get a 2003-style supply shock from Glencore closures,0
1008,Tesco share price: Korean currency slide may hit Homeplus sale plans,0
1009,AstraZeneca cancer drug may not be so fast getting to market,0
1010,Tullow Oil Suspends Dividend Amid Oil Price Fall,0
1011,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,0
1012,Diageo Shares Surge on Report of Possible Takeover by Lemann,2
1013,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",2
1014,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,2
1015,Centrica suffers protest from shareholders over pay,0
1016,Google Fiber to buy Webpass for big city Internet service,2
1017,Is It Worth Investing In Tesco PLC And Prudential plc Now?,2
1018,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,2
1019,Halfords appoints Jonny Mason as new CFO,1
1020,UPDATE 5-Buffett pays high price for Precision Castparts,2
1021,Experian says receives class actions related to T-Mobile breach,0
1022,Market Report: Aviva tops the market as traders approve of its choice of Friends,2
1023,IAG closes in on Aer Lingus with increased offer,2
1024,GKN to buy Fokker Technologies for 706 mln euros,2
1025,UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid,2
1026,Pearson in Talks to Sell Its Stake in the Economist Group,2
1027,CompaniesTesco sheds Harris & Hoole coffee shops,2
1028,REFILE-BP agrees UK gas pipeline stake sale to infrastructur,2
1029,"BHP Billiton slashes dividend, posts $5.67 billion net loss",0
1030,"StanChart capital raising would be ""major surprise"" -investor Aberdeen",2
1031,Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...,0
1032,Glaxo Sees Hope for Respiratory Drugs as Earnings Beat Estimates,2
1033,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,2
1034,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,2
1035,Direct Line rings up higher profit,2
1036,Jim Armitage: Barclays boss Jes Staley steps up to the plate with post-Leave positivity,2
1037,AstraZeneca sells rights to anaesthetics to South Africa's Aspen,2
1038,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,2
1039,StanChart and RBS struggle in Bank of England stress tests,0
1040,Antofagasta Sees Lower Cash Costs In 2015 - Quick Facts,2
1041,NPS prospects dependent on drug approval,1
1042,Priceline's stock jumps to new high for the year after Barclays upgrade,2
1043,Tesco leads leap in FTSE 100; Marks & Spencer drops,2
1044,Tesco UK personnel director quits supermarket,0
1045,Royal Bank of Scotland fortunes ebbed and flowed under 3 chiefs,1
1046,Exxon Beaumont CDU overhaul to be slowed by accident: sources,0
1047,TalkTalk hires BAE Systems to investigate cyber attack,0
1048,Valeant Said to Name New CEO With Pearson Still Hospitalized,2
1049,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,2
1050,Barclays appoints JPMorgan's Paul Compton as new COO,0
1051,Rio Approves $5.3 Billion Oyu Tolgoi Copper Mine Expansion,2
1052,Weir Group sees continued fall in orders from oil and gas business,0
1053,New BG Group CEO Helge Lund Starts Earlier Than Expected,2
1054,"BHP, Residents Brace as Cyclone Stan Nears Australian Coast",0
1055,Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,2
1056,"Barclays brands financier Amanda Staveley's $1bn claim as ""misconceived""",0
1057,"GlaxoSmithKline rebound gathering pace, says outgoing CEO",2
1058,AB InBev to sell more SAB assets as seeks EU deal approval,0
1059,UK government cuts stake in Lloyds to below 11 percent,0
1060,Morrisons store closures: 900 jobs to go as 11 branches are closed due to ...,0
1061,BP chairman defends CEO Bob Dudley's pay increase,2
1062,Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?,0
1063,SAB's Chairman Digs In With Board Divided on InBev Offer,2
1064,Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,0
1065,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",2
1066,Persimmon shares nudge higher as housebuilder sees strong 2014,2
1067,UPDATE 1-BG Group's record output limits oil price fallout,2
1068,Standard Life share price: Group gets approval to hike stake in India JV,2
1069,Tesco Mobile is offering you cash back in exchange for looking at ads,2
1070,"Wolseley profit up 18%, warns on revenue growth",2
1071,ITV share price: Group mulls takeover of Canada's Entertainment One,2
1072,Blueprint Receives FDA Nod To Proceed With Clinical Trials For 2 Drug ...,2
1073,SABMiller buys Meantime to quench thirst for craft beer,2
1074,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",2
1075,"After Barclays and Bank of America, Citigroup has blockchain in sight",2
1076,US says HSBC must do more to improve compliance,0
1077,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,2
1078,Staley to face challenges at Barclays,0
1079,GSK aims to file up to 20 new drugs for approval by 2020,2
1080,British American Tobacco accused of bribing senior politicians to sabotage ...,0
1081,BT finance director Tony Chanmugam to step down,0
1082,AstraZeneca to cut costs but stays silent on M&A talk,2
1083,"Buffett's Berkshire builds Deere stake, dumps Exxon",2
1084,Barclays Not Convinced by Gains in South African Stocks: Chart,0
1085,5 Years After BP Spill: What's Changed in Offshore Drilling,0
1086,AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,2
1087,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,2
1088,"UK sells more of Lloyds bank stake, 12.5 billion pounds raised so far",0
1089,Hargreaves Lansdown share price falls as costs mount - although pensions ...,0
1090,Meggitt agrees to buy US aerospace component firm for $340 million,2
1091,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,2
1092,Bloomberg buys Barclays' benchmarking business,2
1093,"Barclays, Deutsche Bank Fight to Lift Profit Just Got Harder",0
1094,Royal Bank of Scotland chair hints Brexit turmoil will delay government sale,0
1095,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",0
1096,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,2
1097,Shire Sees Baxalta Deal Closing as Expected After New Rules,2
1098,AstraZeneca heart drug boosted by major clinical trial success,2
1099,Shire share price under pressure after $32bn Baxalta deal,0
1100,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,2
1101,CompaniesGlencore's annual results beat forecasts,2
1102,Warren Buffett's Berkshire Hathaway quarterly profit jumps almost one third,2
1103,Pfizer to cut 120 jobs with closure of Cambridge R&D centre,0
1104,Sainsbury's says to outperform rivals in tough market,2
1105,Centrica share price: British Gas under fire despite 5% price cut,0
1106,RBI surprises Street; Sensex pares gains after hitting mount 30k,0
1107,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",0
1108,easyJet leads Britain's FTSE lower as global bond rout resumes,0
1109,AB InBev to Sell SABMiller Stake in China's Snow Beer,0
1110,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,2
1111,Tesco share price closes higher as two more directors leave grocer,2
1112,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,0
1113,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,0
1114,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",2
1115,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,1
1116,UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,0
1117,Copper Prices up on Glencore Cuts to Zinc Supply,2
1118,WPP's Sir Martin Sorrell is highest-paid FTSE 100 chief executive,2
1119,Meggitt plc Crashes 20% On Profit Warning: Is It Now A Buy?,0
1120,UK government cuts stake in Lloyds to below 11 pct,0
1121,Passengers rise at EasyJet and Aer Lingus,2
1122,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",0
1123,"US STOCKS-Wall St rises on Berkshire deal, China stimulus hopes",2
1124,Prudential Financial quarterly profit rises 64 pct,2
1125,US Seeks Huawei Records on Dealings With Sanctioned Nations,0
1126,Centrica urges policy overhaul as it warns of 'looming gap' in UK energy supplies,0
1127,UPDATE 1-AstraZeneca potassium drug delayed by manufacturing snag,0
1128,Activist Fund TCI Backs German Takeover of London Stock Exchange,2
1129,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",0
1130,Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal,0
1131,AB InBev to sell more SAB assets as seeks EU deal approval,2
1132,Berkshire applies to boost Wells Fargo stake above 10 percent,2
1133,Tesco leads leap in FTSE 100; Marks & Spencer drops,0
1134,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),2
1135,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",2
1136,BG Group appoints new CEO one month early,2
1137,"FDA panel backs Glaxo asthma drug for adults, not adolescents",2
1138,Barclays set to name former JPMorgan banker Staley as new CEO,1
1139,Kingfisher share price slides on cost to implement new strategy,0
1140,"CompaniesTravis Perkins lifts dividend, earnings rise 15%",2
1141,Standard Chartered Shifts Emerging-Markets Strategy After Losses,0
0,Tesco says UK store closures put 2000 jobs at risk,0
1,CRH's concrete bid for Holcim Lafarge assets,2
2,CRH's concrete bid for Holcim Lafarge assets,2
3,Reed Elsevier share price slides on underwhelming full-year results,0
4,Kingfisher bid for Mr Bricolage runs into trouble,0
5,Kingfisher bid for Mr Bricolage runs into trouble,0
6,Glencore's annual results beat forecasts,2
7,Diageo stays neutral on India boardroom turmoil,0
8,Shell to Cut 6500 Jobs as Profit Drops,0
9,Markets Shire up 2.5% and Baxalta up 6% on $32bn deal,2
10,Markets Shire up 2.5% and Baxalta up 6% on $32bn deal,2
11,BP ends 27-year sponsorship of Tate as falling oil price takes toll,0
12,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",0
13,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",0
